name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion
Mary,mary@gmail.com,mary9370,GP,F,16,30.0,45.0,40.0,80.0,82.0,38.333333333333336,2.0,4,35.57142857142857,0,1,0,0,1,1,1,0,33,0,0,75,64,77
Vivek,vivek@gmail.com,vivek2531,GP,M,15,60.0,60.0,55.00000000000001,74.0,77.0,58.333333333333336,3.0,4,22.571428571428573,1,0,1,0,0,1,1,43,0,86,0,0,25,4
Anshul,anshul@gmail.com,anshul3618,GP,M,15,75.0,80.0,75.0,74.0,76.0,76.66666666666667,2.0,4,43.285714285714285,0,1,0,1,1,0,1,0,75,0,99,50,0,79
Anshul,anshul@gmail.com,anshul8789,GP,M,16,60.0,60.0,60.0,99.0,96.0,60.0,-3.0,4,27.571428571428573,1,1,0,1,0,0,1,26,66,0,24,0,0,77
Anshul,anshul@gmail.com,anshul5201,GP,M,16,55.00000000000001,65.0,60.0,98.0,100.0,60.0,2.0,4,27.285714285714285,1,0,1,1,0,0,1,13,0,29,66,0,0,83
Ansh,ansh@gmail.com,ansh9438,GP,M,15,45.0,55.00000000000001,60.0,61.0,63.0,53.333333333333336,2.0,3,23.142857142857142,1,0,1,0,0,0,1,19,0,72,0,0,0,71
Ram,ram@gmail.com,ram2017,GP,M,15,80.0,75.0,80.0,52.0,52.0,78.33333333333333,0.0,3,24.0,1,0,1,0,1,0,0,79,0,7,0,82,0,0
Vivek,vivek@gmail.com,vivek8637,GP,M,15,85.0,80.0,80.0,65.0,67.0,81.66666666666667,2.0,5,44.142857142857146,1,1,1,1,1,0,0,33,61,95,22,98,0,0
Ansh,ansh@gmail.com,ansh7114,GP,M,15,35.0,45.0,55.00000000000001,52.0,51.0,45.0,-1.0,3,11.0,1,0,0,1,0,1,0,2,0,0,29,0,46,0
Vivek,vivek@gmail.com,vivek4407,GP,M,16,55.00000000000001,65.0,70.0,53.0,57.0,63.333333333333336,4.0,4,35.0,0,1,0,1,1,0,1,0,62,0,47,78,0,58
Varsha,varsha@gmail.com,varsha6467,GP,F,15,35.0,30.0,25.0,53.0,57.0,30.0,4.0,4,26.142857142857142,0,1,0,1,0,1,1,0,23,0,91,0,13,56
Ansh,ansh@gmail.com,ansh5348,GP,M,15,75.0,80.0,90.0,87.0,86.0,81.66666666666667,-1.0,3,20.714285714285715,1,1,0,1,0,0,0,75,3,0,67,0,0,0
Ram,ram@gmail.com,ram7857,GP,M,16,75.0,80.0,75.0,65.0,69.0,76.66666666666667,4.0,3,23.857142857142858,0,1,0,0,1,1,0,0,96,0,0,8,63,0
Mary,mary@gmail.com,mary2932,GP,F,15,60.0,60.0,55.00000000000001,72.0,70.0,58.333333333333336,-2.0,4,34.0,0,0,1,0,1,1,1,0,0,43,0,54,75,66
Varsha,varsha@gmail.com,varsha8279,GP,F,15,70.0,65.0,65.0,73.0,74.0,66.66666666666667,1.0,5,25.571428571428573,1,0,1,0,1,1,1,2,0,9,0,67,37,64
Khushi,khushi@gmail.com,khushi5280,GP,F,16,35.0,50.0,55.00000000000001,89.0,90.0,46.666666666666664,1.0,3,13.714285714285714,0,1,0,1,0,0,1,0,19,0,28,0,0,49
Vivek,vivek@gmail.com,vivek9923,GP,M,15,60.0,60.0,60.0,90.0,85.0,60.0,-5.0,4,30.285714285714285,1,0,1,1,1,0,0,38,0,99,55,20,0,0
Ram,ram@gmail.com,ram8923,GP,M,15,90.0,85.0,85.0,59.0,63.0,86.66666666666667,4.0,3,26.0,0,1,1,0,0,1,0,0,69,80,0,0,33,0
Ram,ram@gmail.com,ram4739,GP,M,15,35.0,35.0,50.0,51.0,54.0,40.0,3.0,5,36.57142857142857,1,1,1,0,1,1,0,6,13,79,0,69,89,0
Varsha,varsha@gmail.com,varsha7417,GP,F,16,50.0,50.0,45.0,65.0,69.0,48.333333333333336,4.0,3,30.142857142857142,1,0,1,0,1,0,0,65,0,77,0,69,0,0
Varsha,varsha@gmail.com,varsha8771,GP,F,15,45.0,45.0,35.0,91.0,92.0,41.666666666666664,1.0,3,19.0,1,0,1,0,0,0,1,95,0,17,0,0,0,21
Manisha,manisha@gmail.com,manisha6385,GP,F,16,50.0,55.00000000000001,50.0,57.0,55.0,51.666666666666664,-2.0,5,47.285714285714285,1,0,1,1,1,1,0,36,0,82,99,87,27,0
Piyush,piyush@gmail.com,piyush6555,GP,M,16,95.0,95.0,100.0,78.0,82.0,96.66666666666667,4.0,3,23.714285714285715,1,1,1,0,0,0,0,66,40,60,0,0,0,0
Abdul,abdul@gmail.com,abdul7533,GP,M,15,70.0,70.0,65.0,51.0,46.0,68.33333333333333,-5.0,5,42.0,1,1,0,0,1,1,1,51,89,0,0,13,78,63
Preeti,preeti@gmail.com,preeti2326,GP,F,15,35.0,35.0,35.0,82.0,85.0,35.0,3.0,3,22.714285714285715,1,0,0,0,1,0,1,58,0,0,0,79,0,22
Khushi,khushi@gmail.com,khushi8912,GP,F,16,55.00000000000001,60.0,60.0,59.0,64.0,58.333333333333336,5.0,5,59.0,1,0,0,1,1,1,1,73,0,0,77,69,95,99
Preeti,preeti@gmail.com,preeti9605,GP,F,15,55.00000000000001,65.0,65.0,62.0,64.0,61.666666666666664,2.0,4,29.142857142857142,1,1,0,0,0,1,1,53,12,0,0,0,90,49
Abdul,abdul@gmail.com,abdul5985,GP,M,15,55.00000000000001,55.00000000000001,50.0,61.0,66.0,53.333333333333336,5.0,3,14.857142857142858,0,0,1,1,0,1,0,0,0,51,11,0,42,0
Mary,mary@gmail.com,mary8196,GP,F,15,40.0,50.0,55.00000000000001,86.0,87.0,48.333333333333336,1.0,3,24.0,0,1,0,1,0,1,0,0,98,0,67,0,3,0
Varsha,varsha@gmail.com,varsha1802,GP,F,15,55.00000000000001,70.0,70.0,100.0,98.0,65.0,-2.0,5,26.714285714285715,1,1,1,0,0,1,1,9,51,88,0,0,18,21
Khushi,khushi@gmail.com,khushi8485,GP,F,16,45.0,50.0,55.00000000000001,95.0,93.0,50.0,-2.0,3,40.285714285714285,1,0,0,1,0,1,0,91,0,0,95,0,96,0
Manisha,manisha@gmail.com,manisha2449,GP,F,15,70.0,75.0,75.0,64.0,62.0,73.33333333333333,-2.0,5,28.0,0,1,1,0,1,1,1,0,23,81,0,12,43,37
Ram,ram@gmail.com,ram1767,GP,M,15,75.0,80.0,80.0,98.0,94.0,78.33333333333333,-4.0,4,30.571428571428573,1,1,1,0,0,0,1,98,26,87,0,0,0,3
Piyush,piyush@gmail.com,piyush2674,GP,M,15,40.0,45.0,40.0,58.0,63.0,41.666666666666664,5.0,5,27.285714285714285,1,1,0,1,0,1,1,61,31,0,14,0,23,62
Mary,mary@gmail.com,mary5174,GP,F,16,75.0,80.0,80.0,85.0,84.0,78.33333333333333,-1.0,5,44.142857142857146,1,0,1,1,1,0,1,48,0,63,59,69,0,70
Preeti,preeti@gmail.com,preeti8106,GP,F,16,55.00000000000001,60.0,60.0,91.0,93.0,58.333333333333336,2.0,4,35.857142857142854,1,0,1,0,1,0,1,70,0,90,0,90,0,1
Varsha,varsha@gmail.com,varsha3636,GP,F,16,50.0,40.0,55.00000000000001,68.0,66.0,48.333333333333336,-2.0,3,21.857142857142858,1,1,0,0,0,0,1,16,98,0,0,0,0,39
Preeti,preeti@gmail.com,preeti8225,GP,F,16,45.0,55.00000000000001,50.0,98.0,98.0,50.0,0.0,3,15.571428571428571,0,0,1,0,1,0,1,0,0,45,0,64,0,0
Preeti,preeti@gmail.com,preeti3176,GP,F,16,45.0,40.0,40.0,50.0,50.0,41.666666666666664,0.0,4,30.142857142857142,1,1,0,0,1,1,0,33,64,0,0,43,71,0
Preeti,preeti@gmail.com,preeti2774,GP,F,15,50.0,50.0,50.0,69.0,64.0,50.0,-5.0,3,37.857142857142854,0,0,1,1,1,0,0,0,0,96,82,87,0,0
Manisha,manisha@gmail.com,manisha5010,GP,F,16,85.0,80.0,80.0,98.0,100.0,81.66666666666667,2.0,3,13.285714285714286,1,0,1,0,0,0,1,62,0,28,0,0,0,3
Vivek,vivek@gmail.com,vivek2803,GP,M,15,65.0,65.0,60.0,64.0,67.0,63.333333333333336,3.0,3,13.857142857142858,1,0,1,0,0,1,0,33,0,24,0,0,40,0
Manisha,manisha@gmail.com,manisha8524,GP,F,16,35.0,35.0,30.0,63.0,60.0,33.333333333333336,-3.0,4,32.285714285714285,0,1,1,0,0,1,1,0,62,47,0,0,34,83
Mary,mary@gmail.com,mary8548,GP,F,15,45.0,50.0,45.0,96.0,97.0,46.666666666666664,1.0,3,20.285714285714285,1,0,0,1,0,0,1,11,0,0,51,0,0,80
Manisha,manisha@gmail.com,manisha2605,GP,F,15,85.0,85.0,85.0,97.0,99.0,85.0,2.0,5,48.714285714285715,1,1,1,1,0,1,0,79,50,73,84,0,55,0
Anshul,anshul@gmail.com,anshul5233,GP,M,16,65.0,75.0,75.0,78.0,77.0,71.66666666666667,-1.0,3,29.571428571428573,0,1,1,0,0,0,1,0,58,92,0,0,0,57
Ram,ram@gmail.com,ram1683,GP,M,15,50.0,50.0,50.0,81.0,82.0,50.0,1.0,4,38.0,0,1,0,1,0,1,1,0,84,0,58,0,94,30
Preeti,preeti@gmail.com,preeti6247,GP,F,15,35.0,25.0,20.0,52.0,50.0,26.666666666666668,-2.0,3,25.571428571428573,1,0,0,1,0,1,0,58,0,0,77,0,44,0
Karan,karan@gmail.com,karan9418,GP,M,16,60.0,60.0,70.0,73.0,70.0,63.333333333333336,-3.0,3,33.857142857142854,0,1,1,0,0,0,1,0,70,74,0,0,0,93
Khushi,khushi@gmail.com,khushi8393,GP,F,16,55.00000000000001,60.0,55.00000000000001,76.0,74.0,56.666666666666664,-2.0,3,36.0,0,1,0,1,0,1,0,0,89,0,69,0,94,0
Piyush,piyush@gmail.com,piyush9075,GP,M,15,50.0,50.0,55.00000000000001,95.0,91.0,51.666666666666664,-4.0,4,32.142857142857146,1,1,1,1,0,0,0,63,53,83,26,0,0,0
Vivek,vivek@gmail.com,vivek3671,GP,M,15,50.0,50.0,45.0,52.0,56.0,48.333333333333336,4.0,4,25.0,1,1,0,1,0,0,1,83,16,0,76,0,0,0
Khushi,khushi@gmail.com,khushi3443,GP,F,16,60.0,60.0,60.0,99.0,100.0,60.0,1.0,5,40.142857142857146,1,1,1,1,0,0,1,36,33,86,61,0,0,65
Ram,ram@gmail.com,ram8729,GP,M,17,40.0,40.0,50.0,81.0,80.0,43.333333333333336,-1.0,4,17.142857142857142,1,1,0,1,1,0,0,16,95,0,5,4,0,0
Manisha,manisha@gmail.com,manisha5524,GP,F,16,25.0,25.0,25.0,68.0,73.0,25.0,5.0,4,26.857142857142858,1,0,0,1,1,1,0,54,0,0,48,18,68,0
Vivek,vivek@gmail.com,vivek6726,GP,M,15,45.0,55.00000000000001,55.00000000000001,57.0,60.0,51.666666666666664,3.0,5,35.857142857142854,1,1,1,1,0,1,0,41,11,34,74,0,91,0
Karan,karan@gmail.com,karan3826,GP,M,15,50.0,45.0,50.0,57.0,58.0,48.333333333333336,1.0,4,25.0,0,1,1,1,1,0,0,0,6,47,89,33,0,0
Preeti,preeti@gmail.com,preeti7395,GP,F,15,35.0,30.0,30.0,63.0,58.0,31.666666666666668,-5.0,3,23.428571428571427,1,1,0,0,0,0,1,45,82,0,0,0,0,37
Vivek,vivek@gmail.com,vivek8644,GP,M,15,75.0,75.0,75.0,75.0,73.0,75.0,-2.0,4,16.714285714285715,0,1,0,1,1,1,0,0,17,0,82,12,6,0
Varsha,varsha@gmail.com,varsha8508,GP,F,15,50.0,55.00000000000001,55.00000000000001,91.0,94.0,53.333333333333336,3.0,5,23.428571428571427,1,0,1,1,0,1,1,50,0,1,89,0,24,0
Mary,mary@gmail.com,mary2923,GP,F,15,30.0,40.0,35.0,59.0,63.0,35.0,4.0,5,44.714285714285715,1,1,1,1,0,1,0,92,45,33,63,0,80,0
Khushi,khushi@gmail.com,khushi8854,GP,F,16,40.0,35.0,30.0,77.0,81.0,35.0,4.0,3,30.714285714285715,1,1,0,1,0,0,0,40,77,0,98,0,0,0
Khushi,khushi@gmail.com,khushi2304,GP,F,15,60.0,65.0,65.0,59.0,61.0,63.333333333333336,2.0,3,11.428571428571429,1,1,0,0,0,1,0,33,35,0,0,0,12,0
Ram,ram@gmail.com,ram8540,GP,M,16,50.0,45.0,45.0,50.0,46.0,46.666666666666664,-4.0,5,12.714285714285714,0,0,1,1,1,1,1,0,0,1,3,11,62,12
Piyush,piyush@gmail.com,piyush2007,GP,M,16,40.0,30.0,35.0,66.0,65.0,35.0,-1.0,3,16.714285714285715,1,0,1,0,1,0,0,82,0,32,0,3,0,0
Manisha,manisha@gmail.com,manisha4342,GP,F,16,35.0,35.0,40.0,62.0,65.0,36.666666666666664,3.0,4,27.428571428571427,0,1,1,0,1,0,1,0,21,66,0,47,0,58
Varsha,varsha@gmail.com,varsha3465,GP,F,15,75.0,80.0,85.0,54.0,55.0,80.0,1.0,3,20.285714285714285,0,1,0,1,0,0,1,0,62,0,46,0,0,34
Khushi,khushi@gmail.com,khushi4503,GP,F,16,35.0,30.0,30.0,90.0,95.0,31.666666666666668,5.0,3,24.142857142857142,0,1,1,0,0,1,0,0,44,67,0,0,58,0
Khushi,khushi@gmail.com,khushi3382,GP,F,16,60.0,55.00000000000001,55.00000000000001,94.0,97.0,56.666666666666664,3.0,5,34.42857142857143,1,1,0,1,1,1,0,50,76,0,64,27,24,0
Piyush,piyush@gmail.com,piyush9736,GP,M,15,55.00000000000001,65.0,70.0,86.0,88.0,63.333333333333336,2.0,3,12.714285714285714,1,1,0,0,0,0,1,19,36,0,0,0,0,34
Varsha,varsha@gmail.com,varsha2569,GP,F,15,30.0,45.0,45.0,51.0,54.0,40.0,3.0,3,22.428571428571427,1,0,0,1,0,0,1,100,0,0,22,0,0,35
Anshul,anshul@gmail.com,anshul8609,GP,M,16,60.0,80.0,80.0,96.0,93.0,73.33333333333333,-3.0,4,33.285714285714285,1,1,0,0,1,0,1,19,59,0,0,68,0,87
Varsha,varsha@gmail.com,varsha7317,GP,F,16,35.0,40.0,45.0,54.0,50.0,40.0,-4.0,3,26.142857142857142,0,0,1,1,1,0,0,0,0,15,96,72,0,0
Preeti,preeti@gmail.com,preeti9705,GP,F,16,60.0,75.0,75.0,100.0,100.0,70.0,0.0,3,20.857142857142858,1,1,0,0,0,1,0,55,44,0,0,0,47,0
Khushi,khushi@gmail.com,khushi1926,GP,F,16,30.0,40.0,35.0,54.0,59.0,35.0,5.0,5,31.428571428571427,1,1,1,0,0,1,1,9,27,24,0,0,96,64
Abdul,abdul@gmail.com,abdul7932,GP,M,16,40.0,40.0,30.0,92.0,96.0,36.666666666666664,4.0,3,13.0,1,1,0,0,1,0,0,21,3,0,0,67,0,0
Ram,ram@gmail.com,ram7734,GP,M,16,85.0,90.0,90.0,95.0,90.0,88.33333333333333,-5.0,5,32.57142857142857,1,1,1,1,0,1,0,63,35,90,10,0,30,0
Vivek,vivek@gmail.com,vivek2613,GP,M,15,50.0,65.0,70.0,89.0,85.0,61.666666666666664,-4.0,4,22.857142857142858,1,0,1,1,1,0,0,59,0,17,54,30,0,0
Khushi,khushi@gmail.com,khushi9514,GP,F,15,35.0,30.0,30.0,83.0,81.0,31.666666666666668,-2.0,4,39.142857142857146,1,1,0,0,0,1,1,32,64,0,0,0,82,96
Karan,karan@gmail.com,karan2482,GP,M,15,80.0,90.0,90.0,87.0,88.0,86.66666666666667,1.0,4,29.714285714285715,0,0,1,1,0,1,1,0,0,20,52,0,44,92
Khushi,khushi@gmail.com,khushi2112,GP,F,15,55.00000000000001,60.0,60.0,98.0,100.0,58.333333333333336,2.0,4,49.0,1,0,0,1,1,0,1,87,0,0,79,84,0,93
Varsha,varsha@gmail.com,varsha4832,GP,F,15,40.0,45.0,45.0,95.0,95.0,43.333333333333336,0.0,3,25.285714285714285,1,0,0,1,0,1,0,64,0,0,82,0,31,0
Ansh,ansh@gmail.com,ansh1205,GP,M,16,80.0,90.0,90.0,61.0,61.0,86.66666666666667,0.0,4,34.0,1,1,0,1,1,0,0,65,35,0,89,49,0,0
Piyush,piyush@gmail.com,piyush4184,GP,M,15,50.0,65.0,65.0,81.0,79.0,60.0,-2.0,4,25.714285714285715,0,1,1,0,1,0,1,0,96,80,0,0,0,4
Manisha,manisha@gmail.com,manisha6762,GP,F,16,70.0,75.0,80.0,69.0,71.0,75.0,2.0,5,36.857142857142854,0,0,1,1,1,1,1,0,0,89,71,42,51,5
Vivek,vivek@gmail.com,vivek7269,GP,M,15,90.0,95.0,95.0,78.0,83.0,93.33333333333333,5.0,3,11.571428571428571,0,1,0,0,1,1,0,0,28,0,0,35,18,0
Khushi,khushi@gmail.com,khushi3105,GP,F,16,35.0,50.0,50.0,73.0,68.0,45.0,-5.0,5,35.857142857142854,0,1,0,1,1,1,1,0,65,0,10,78,92,6
Mary,mary@gmail.com,mary4507,GP,F,16,55.00000000000001,70.0,70.0,92.0,94.0,65.0,2.0,3,12.142857142857142,1,0,1,1,0,0,0,17,0,3,65,0,0,0
Vivek,vivek@gmail.com,vivek5629,GP,M,15,90.0,95.0,95.0,80.0,83.0,93.33333333333333,3.0,5,47.142857142857146,0,1,1,1,0,1,1,0,66,67,84,0,23,90
Anshul,anshul@gmail.com,anshul1304,GP,M,15,45.0,45.0,45.0,76.0,81.0,45.0,5.0,4,14.428571428571429,0,1,1,1,1,0,0,0,24,27,43,7,0,0
Vivek,vivek@gmail.com,vivek2482,GP,M,16,75.0,75.0,80.0,76.0,80.0,76.66666666666667,4.0,3,22.142857142857142,0,1,1,0,0,1,0,0,26,94,0,0,35,0
Ansh,ansh@gmail.com,ansh3402,GP,M,15,55.00000000000001,65.0,70.0,78.0,81.0,63.333333333333336,3.0,3,20.0,0,0,1,1,0,0,1,0,0,51,74,0,0,15
Ansh,ansh@gmail.com,ansh7254,GP,M,16,60.0,65.0,60.0,51.0,49.0,61.666666666666664,-2.0,3,18.714285714285715,0,1,0,1,1,0,0,0,33,0,54,44,0,0
Anshul,anshul@gmail.com,anshul9239,GP,M,17,40.0,30.0,35.0,56.0,55.0,35.0,-1.0,5,38.0,1,1,0,1,1,1,0,66,49,0,61,64,26,0
Ram,ram@gmail.com,ram7076,GP,M,15,70.0,65.0,65.0,63.0,66.0,66.66666666666667,3.0,3,18.428571428571427,0,0,1,0,0,1,1,0,0,1,0,0,68,60
Khushi,khushi@gmail.com,khushi2546,GP,F,15,80.0,75.0,75.0,68.0,72.0,76.66666666666667,4.0,3,22.714285714285715,1,0,1,0,0,1,0,45,0,40,0,0,74,0
Piyush,piyush@gmail.com,piyush1752,GP,M,15,80.0,70.0,75.0,73.0,73.0,75.0,0.0,5,30.142857142857142,0,0,1,1,1,1,1,0,0,78,10,21,40,62
Mary,mary@gmail.com,mary6194,GP,F,16,70.0,70.0,70.0,94.0,92.0,70.0,-2.0,5,45.142857142857146,1,1,0,1,1,1,0,75,64,0,69,65,43,0
Karan,karan@gmail.com,karan8461,GP,M,16,65.0,50.0,60.0,51.0,53.0,58.333333333333336,2.0,4,23.428571428571427,1,0,1,1,0,0,1,27,0,10,56,0,0,71
Manisha,manisha@gmail.com,manisha1257,GP,F,16,35.0,30.0,35.0,52.0,57.0,33.333333333333336,5.0,5,34.285714285714285,0,1,0,1,1,1,1,0,74,0,0,70,64,32
Abdul,abdul@gmail.com,abdul6339,GP,M,15,65.0,65.0,60.0,90.0,91.0,63.333333333333336,1.0,5,43.857142857142854,1,1,0,1,1,1,0,85,25,0,75,73,49,0
Khushi,khushi@gmail.com,khushi1347,GP,F,15,30.0,45.0,50.0,56.0,56.0,41.666666666666664,0.0,3,16.714285714285715,1,1,1,0,0,0,0,43,18,56,0,0,0,0
Preeti,preeti@gmail.com,preeti7104,GP,F,19,35.0,40.0,45.0,61.0,59.0,40.0,-2.0,3,17.714285714285715,0,1,0,0,0,1,1,0,51,0,0,0,18,55
Abdul,abdul@gmail.com,abdul4849,GP,M,18,30.0,15.0,-5.0,59.0,58.0,13.333333333333334,-1.0,3,25.714285714285715,0,1,1,0,1,0,0,0,43,71,0,66,0,0
Piyush,piyush@gmail.com,piyush6501,GP,M,16,85.0,85.0,85.0,54.0,49.0,85.0,-5.0,5,30.142857142857142,1,0,1,1,1,1,0,45,0,98,37,29,2,0
Preeti,preeti@gmail.com,preeti2546,GP,F,15,60.0,0.0,0.0,61.0,66.0,20.0,5.0,3,33.714285714285715,1,0,0,0,0,1,1,82,0,0,0,0,71,83
Manisha,manisha@gmail.com,manisha5156,GP,F,15,45.0,5.0,5.0,92.0,89.0,18.333333333333332,-3.0,3,37.42857142857143,1,0,0,1,1,0,0,94,0,0,99,69,0,0
Varsha,varsha@gmail.com,varsha8672,GP,F,17,50.0,65.0,60.0,89.0,91.0,58.333333333333336,2.0,5,27.857142857142858,1,1,1,0,0,1,1,53,30,23,0,0,45,44
Khushi,khushi@gmail.com,khushi1860,GP,F,16,60.0,55.00000000000001,55.00000000000001,66.0,63.0,56.666666666666664,-3.0,4,9.142857142857142,1,1,1,0,1,0,0,13,14,3,0,34,0,0
Anshul,anshul@gmail.com,anshul2204,GP,M,15,40.0,-5.0,-5.0,58.0,62.0,10.0,4.0,5,37.857142857142854,1,1,1,1,0,1,0,21,57,97,82,0,8,0
Preeti,preeti@gmail.com,preeti7526,GP,F,15,55.00000000000001,0.0,0.0,81.0,79.0,18.333333333333336,-2.0,3,25.0,1,0,1,0,0,0,1,45,0,40,0,0,0,90
Vivek,vivek@gmail.com,vivek6706,GP,M,17,45.0,-5.0,-5.0,52.0,51.0,11.666666666666666,-1.0,3,11.857142857142858,0,0,1,0,0,1,1,0,0,56,0,0,14,13
Manisha,manisha@gmail.com,manisha1774,GP,F,16,20.0,0.0,0.0,84.0,83.0,6.666666666666667,-1.0,3,19.571428571428573,0,0,1,1,1,0,0,0,0,9,64,64,0,0
Ram,ram@gmail.com,ram2567,GP,M,16,70.0,60.0,60.0,78.0,81.0,63.333333333333336,3.0,4,22.857142857142858,0,1,1,0,1,1,0,0,71,25,0,44,20,0
Preeti,preeti@gmail.com,preeti4257,GP,F,15,80.0,80.0,75.0,74.0,79.0,78.33333333333333,5.0,3,18.285714285714285,0,1,0,0,0,1,1,0,28,0,0,0,12,88
Karan,karan@gmail.com,karan7602,GP,M,15,35.0,45.0,0.0,76.0,76.0,26.666666666666668,0.0,5,30.0,1,1,1,1,0,1,0,59,30,81,19,0,21,0
Ansh,ansh@gmail.com,ansh3300,GP,M,16,40.0,40.0,40.0,56.0,56.0,40.0,0.0,4,25.857142857142858,1,1,0,0,1,1,0,80,5,0,0,18,78,0
Mary,mary@gmail.com,mary7940,GP,F,15,45.0,55.00000000000001,55.00000000000001,62.0,57.0,51.666666666666664,-5.0,3,31.428571428571427,1,1,0,0,0,0,1,88,37,0,0,0,0,95
Mary,mary@gmail.com,mary8335,GP,F,16,70.0,70.0,65.0,70.0,72.0,68.33333333333333,2.0,4,33.42857142857143,0,1,1,0,0,1,1,0,65,49,0,0,36,84
Karan,karan@gmail.com,karan5032,GP,M,17,25.0,0.0,0.0,82.0,79.0,8.333333333333334,-3.0,4,36.714285714285715,1,1,0,0,0,1,1,54,72,0,0,0,64,67
Varsha,varsha@gmail.com,varsha4944,GP,F,15,40.0,55.00000000000001,55.00000000000001,61.0,63.0,50.0,2.0,3,16.285714285714285,0,0,0,0,1,1,1,0,0,0,0,18,22,74
Preeti,preeti@gmail.com,preeti8079,GP,F,15,25.0,30.0,-5.0,53.0,55.0,16.666666666666668,2.0,5,48.0,1,0,1,1,0,1,1,94,0,88,39,0,73,42
Preeti,preeti@gmail.com,preeti2571,GP,F,15,55.00000000000001,60.0,60.0,99.0,99.0,58.333333333333336,0.0,3,30.857142857142858,1,1,1,0,0,0,0,27,90,99,0,0,0,0
Abdul,abdul@gmail.com,abdul2531,GP,M,16,35.0,30.0,0.0,85.0,85.0,21.666666666666668,0.0,5,44.714285714285715,1,1,0,1,1,0,1,48,88,0,71,50,0,56
Abdul,abdul@gmail.com,abdul3246,GP,M,15,40.0,45.0,50.0,62.0,66.0,45.0,4.0,3,22.285714285714285,1,0,1,1,0,0,0,51,0,13,92,0,0,0
Ansh,ansh@gmail.com,ansh3502,GP,M,18,30.0,25.0,0.0,83.0,83.0,18.333333333333332,0.0,4,23.285714285714285,1,1,0,1,0,0,1,12,47,0,17,0,0,87
Ansh,ansh@gmail.com,ansh3825,GP,M,16,65.0,70.0,75.0,99.0,99.0,70.0,0.0,3,13.428571428571429,0,0,1,1,0,1,0,0,0,27,4,0,63,0
Varsha,varsha@gmail.com,varsha2400,GP,F,15,50.0,50.0,50.0,79.0,83.0,50.0,4.0,4,42.0,1,0,0,1,0,1,1,98,0,0,78,0,24,94
Piyush,piyush@gmail.com,piyush1695,GP,M,19,25.0,0.0,0.0,85.0,84.0,8.333333333333334,-1.0,4,34.0,0,1,0,0,1,1,1,0,69,0,0,7,85,77
Preeti,preeti@gmail.com,preeti4136,GP,F,17,50.0,50.0,55.00000000000001,52.0,56.0,51.666666666666664,4.0,3,21.428571428571427,1,0,0,0,1,1,0,51,0,0,0,14,85,0
Anshul,anshul@gmail.com,anshul1776,GP,M,15,55.00000000000001,40.0,40.0,63.0,65.0,45.0,2.0,4,21.857142857142858,1,0,0,1,1,1,0,95,0,0,34,22,2,0
Piyush,piyush@gmail.com,piyush1533,GP,M,17,75.0,55.00000000000001,60.0,57.0,62.0,63.333333333333336,5.0,4,20.571428571428573,0,0,1,1,1,0,1,0,0,25,57,36,0,26
Khushi,khushi@gmail.com,khushi9433,GP,F,18,45.0,40.0,50.0,68.0,64.0,45.0,-4.0,5,34.285714285714285,1,1,0,0,1,1,1,68,31,0,0,50,47,44
Anshul,anshul@gmail.com,anshul4058,GP,M,16,90.0,80.0,80.0,91.0,91.0,83.33333333333333,0.0,3,9.714285714285714,0,0,1,0,1,1,0,0,0,21,0,0,47,0
Abdul,abdul@gmail.com,abdul8084,GP,M,16,45.0,55.00000000000001,55.00000000000001,54.0,56.0,51.666666666666664,2.0,5,21.714285714285715,0,1,1,1,1,0,1,0,25,20,14,9,0,84
Ansh,ansh@gmail.com,ansh1941,GP,M,17,35.0,30.0,0.0,80.0,83.0,21.666666666666668,3.0,4,27.0,0,0,1,1,1,0,1,0,0,77,4,70,0,38
Ram,ram@gmail.com,ram8584,GP,M,15,25.0,45.0,35.0,87.0,90.0,35.0,3.0,3,19.142857142857142,1,1,0,0,0,0,1,0,99,0,0,0,0,35
Abdul,abdul@gmail.com,abdul9506,GP,M,16,35.0,0.0,0.0,68.0,70.0,11.666666666666666,2.0,4,15.142857142857142,0,1,0,1,1,1,0,0,38,0,29,7,32,0
Abdul,abdul@gmail.com,abdul2716,GP,M,17,45.0,45.0,45.0,55.0,51.0,45.0,-4.0,5,33.857142857142854,1,1,1,1,0,0,1,33,64,1,49,0,0,90
Ram,ram@gmail.com,ram4453,GP,M,17,25.0,40.0,35.0,89.0,85.0,33.333333333333336,-4.0,3,23.142857142857142,0,0,1,0,0,1,1,0,0,41,0,0,86,35
Abdul,abdul@gmail.com,abdul9241,GP,M,16,60.0,55.00000000000001,60.0,73.0,76.0,58.333333333333336,3.0,3,19.285714285714285,1,0,1,0,0,0,1,77,0,16,0,0,0,42
