name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,daily_study_hours,average_monthly_performance,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion,Web Development_teacher_completion,PowerBI_teacher_completion,C++ DSA_teacher_completion,Python_teacher_completion,Java_teacher_completion,MongoDB_teacher_completion,Machine Learning_teacher_completion
Khushi,khushi@gmail.com,khushi4503,GP,F,16,35.0,30.0,30.0,90,91,31.666666666666668,1,5,38.57142857142857,5,85.40990196926666,1,1,0,1,0,1,1,92,50,0,45,0,19,64,95,81,0,93,0,74,78
Khushi,khushi@gmail.com,khushi3382,GP,F,16,60.0,55.00000000000001,55.00000000000001,94,95,56.666666666666664,1,4,32.714285714285715,1,63.253895715686866,1,1,0,1,1,0,0,92,32,0,43,62,0,0,97,76,0,92,77,0,0
Piyush,piyush@gmail.com,piyush9736,GP,M,15,55.00000000000001,65.0,70.0,86,87,63.333333333333336,1,5,26.571428571428573,3,77.21845374256968,1,0,1,0,1,1,1,20,0,29,0,88,25,24,52,0,76,0,93,81,71
Varsha,varsha@gmail.com,varsha2569,GP,F,15,30.0,45.0,45.0,51,55,40.0,4,3,8.142857142857142,6,69.93858826804421,0,1,0,1,0,0,1,0,32,0,5,0,0,20,0,33,0,46,0,0,37
Anshul,anshul@gmail.com,anshul8609,GP,M,16,60.0,80.0,80.0,96,91,73.33333333333333,-5,3,24.857142857142858,6,84.71925790949669,0,0,1,1,1,0,0,0,0,71,72,31,0,0,0,0,73,88,61,0,0
Varsha,varsha@gmail.com,varsha7317,GP,F,16,35.0,40.0,45.0,54,49,40.0,-5,4,28.571428571428573,2,74.38867100661302,0,1,1,0,1,0,1,0,72,23,0,9,0,96,0,94,78,0,84,0,98
Preeti,preeti@gmail.com,preeti9705,GP,F,16,60.0,75.0,75.0,100,96,70.0,-4,4,37.285714285714285,1,77.67712062523898,1,0,1,0,0,1,1,40,0,48,0,0,80,93,80,0,73,0,0,84,95
Khushi,khushi@gmail.com,khushi1926,GP,F,16,30.0,40.0,35.0,54,54,35.0,0,3,17.142857142857142,3,75.62951080155126,0,0,1,1,0,1,0,0,0,24,4,0,92,0,0,0,47,10,0,98,0
Abdul,abdul@gmail.com,abdul7932,GP,M,16,40.0,40.0,30.0,92,91,36.666666666666664,-1,5,35.57142857142857,3,60.81281612393408,1,0,0,1,1,1,1,56,0,0,20,91,8,74,92,0,0,24,99,33,89
Ram,ram@gmail.com,ram7734,GP,M,16,85.0,90.0,90.0,95,97,88.33333333333333,2,4,32.42857142857143,5,76.73253409220155,1,1,1,0,1,0,0,94,27,18,0,88,0,0,94,47,41,0,93,0,0
Vivek,vivek@gmail.com,vivek2613,GP,M,15,50.0,65.0,70.0,89,88,61.666666666666664,-1,3,21.142857142857142,5,77.57610741704947,0,1,0,0,1,0,1,0,2,0,0,49,0,97,0,76,0,0,86,0,100
Khushi,khushi@gmail.com,khushi9514,GP,F,15,35.0,30.0,30.0,83,85,31.666666666666668,2,4,35.714285714285715,5,61.94418428948681,1,1,1,0,1,0,0,76,87,79,0,8,0,0,81,97,82,0,31,0,0
Karan,karan@gmail.com,karan2482,GP,M,15,80.0,90.0,90.0,87,90,86.66666666666667,3,5,15.714285714285714,5,83.13079880574684,1,1,1,0,1,1,0,37,5,30,0,8,30,0,75,53,71,0,97,62,0
Khushi,khushi@gmail.com,khushi2112,GP,F,15,55.00000000000001,60.0,60.0,98,99,58.333333333333336,1,4,32.42857142857143,6,72.62014990922975,1,1,1,0,1,0,0,18,97,93,0,19,0,0,47,97,93,0,73,0,0
Varsha,varsha@gmail.com,varsha4832,GP,F,15,40.0,45.0,45.0,95,99,43.333333333333336,4,4,36.285714285714285,8,69.5391191215507,0,1,1,0,1,0,1,0,100,41,0,69,0,44,0,100,84,0,83,0,96
Ansh,ansh@gmail.com,ansh1205,GP,M,16,80.0,90.0,90.0,61,61,86.66666666666667,0,4,28.857142857142858,4,78.11654409189163,0,0,1,1,0,1,1,0,0,65,28,0,70,39,0,0,66,100,0,80,46
Piyush,piyush@gmail.com,piyush4184,GP,M,15,50.0,65.0,65.0,81,79,60.0,-2,5,17.714285714285715,2,75.17950115113885,1,0,0,1,1,1,1,20,0,0,25,30,47,2,21,0,0,55,52,50,40
Manisha,manisha@gmail.com,manisha6762,GP,F,16,70.0,75.0,80.0,69,68,75.0,-1,4,23.285714285714285,6,89.75229562128396,0,0,1,1,1,1,0,0,0,12,43,70,38,0,0,0,34,65,92,52,0
Vivek,vivek@gmail.com,vivek7269,GP,M,15,90.0,95.0,95.0,78,82,93.33333333333333,4,5,35.142857142857146,3,66.4607291883442,0,1,1,1,0,1,1,0,49,42,39,0,34,82,0,64,90,98,0,86,87
Khushi,khushi@gmail.com,khushi3105,GP,F,16,35.0,50.0,50.0,73,68,45.0,-5,4,18.857142857142858,1,79.3095324279028,0,1,0,1,1,0,1,0,37,0,27,58,0,10,0,87,0,63,95,0,14
Mary,mary@gmail.com,mary4507,GP,F,16,55.00000000000001,70.0,70.0,92,96,65.0,4,5,50.714285714285715,2,60.120319563082234,1,0,1,1,0,1,1,74,0,65,47,0,81,88,75,0,99,69,0,97,94
Vivek,vivek@gmail.com,vivek5629,GP,M,15,90.0,95.0,95.0,80,82,93.33333333333333,2,4,30.285714285714285,3,79.86825083878591,0,1,1,1,0,1,0,0,97,66,3,0,46,0,0,99,68,61,0,76,0
Anshul,anshul@gmail.com,anshul1304,GP,M,15,45.0,45.0,45.0,76,73,45.0,-3,5,27.142857142857142,1,80.21079980399907,0,1,1,1,0,1,1,0,25,63,26,0,66,10,0,29,94,51,0,87,21
Vivek,vivek@gmail.com,vivek2482,GP,M,16,75.0,75.0,80.0,76,79,76.66666666666667,3,5,22.857142857142858,6,72.09569974625721,0,1,1,1,1,1,0,0,4,24,100,26,6,0,0,62,58,100,78,8,0
Ansh,ansh@gmail.com,ansh3402,GP,M,15,55.00000000000001,65.0,70.0,78,81,63.333333333333336,3,5,53.142857142857146,4,87.62727841727006,0,1,1,1,0,1,1,0,95,77,87,0,87,26,0,99,83,97,0,100,55
Ansh,ansh@gmail.com,ansh7254,GP,M,16,60.0,65.0,60.0,51,52,61.666666666666664,1,4,34.0,6,67.0172095692835,0,1,0,1,1,0,1,0,85,0,92,2,0,59,0,91,0,98,88,0,60
Anshul,anshul@gmail.com,anshul9239,GP,M,17,40.0,30.0,35.0,56,54,35.0,-2,4,24.0,3,86.91550111545443,0,1,1,1,0,0,1,0,56,91,8,0,0,13,0,93,95,59,0,0,47
Ram,ram@gmail.com,ram7076,GP,M,15,70.0,65.0,65.0,63,59,66.66666666666667,-4,3,17.285714285714285,5,68.49210134749129,1,1,0,0,0,1,0,64,41,0,0,0,16,0,95,83,0,0,0,74,0
Khushi,khushi@gmail.com,khushi2546,GP,F,15,80.0,75.0,75.0,68,64,76.66666666666667,-4,4,34.42857142857143,8,86.02333516480232,1,1,0,1,0,0,1,80,32,0,36,0,0,93,85,36,0,74,0,0,100
Piyush,piyush@gmail.com,piyush1752,GP,M,15,80.0,70.0,75.0,73,78,75.0,5,5,33.714285714285715,8,80.7238196118629,1,0,0,1,1,1,1,18,0,0,24,85,17,92,25,0,0,70,96,88,97
Mary,mary@gmail.com,mary6194,GP,F,16,70.0,70.0,70.0,94,98,70.0,4,3,17.571428571428573,7,69.80583878803152,1,0,1,1,0,0,0,56,0,46,21,0,0,0,93,0,75,92,0,0,0
Karan,karan@gmail.com,karan8461,GP,M,16,65.0,50.0,60.0,51,50,58.333333333333336,-1,4,26.428571428571427,5,75.3387568222494,0,1,1,0,1,0,1,0,40,7,0,44,0,94,0,51,72,0,63,0,97
Manisha,manisha@gmail.com,manisha1257,GP,F,16,35.0,30.0,35.0,52,47,33.333333333333336,-5,5,45.0,5,87.30936996622746,1,0,0,1,1,1,1,13,0,0,87,76,63,76,96,0,0,94,94,99,95
Abdul,abdul@gmail.com,abdul6339,GP,M,15,65.0,65.0,60.0,90,88,63.333333333333336,-2,4,26.142857142857142,8,64.92340368296163,1,0,0,1,1,0,1,4,0,0,81,36,0,62,95,0,0,93,72,0,62
Khushi,khushi@gmail.com,khushi1347,GP,F,15,30.0,45.0,50.0,56,56,41.666666666666664,0,4,29.0,2,83.8501095353774,0,0,0,1,1,1,1,0,0,0,64,14,35,90,0,0,0,78,38,93,91
Preeti,preeti@gmail.com,preeti7104,GP,F,19,35.0,40.0,45.0,61,60,40.0,-1,4,28.0,5,63.5141096477972,0,1,1,0,1,0,1,0,50,17,0,60,0,69,0,85,21,0,90,0,86
Abdul,abdul@gmail.com,abdul4849,GP,M,18,30.0,15.0,-5.0,59,59,13.333333333333334,0,5,55.714285714285715,4,73.18043695810557,0,1,1,1,0,1,1,0,60,98,82,0,92,58,0,73,99,82,0,100,87
Piyush,piyush@gmail.com,piyush6501,GP,M,16,85.0,85.0,85.0,54,52,85.0,-2,5,20.142857142857142,7,78.86633262305533,1,0,1,1,1,0,1,24,0,55,6,50,0,6,32,0,74,55,100,0,82
Preeti,preeti@gmail.com,preeti2546,GP,F,15,60.0,0.0,0.0,61,57,20.0,-4,3,13.142857142857142,2,66.8859980943093,1,0,0,1,0,0,1,30,0,0,25,0,0,37,45,0,0,63,0,0,53
Manisha,manisha@gmail.com,manisha5156,GP,F,15,45.0,5.0,5.0,92,92,18.333333333333332,0,4,35.142857142857146,3,60.22863117899503,0,1,0,0,1,1,1,0,61,0,0,91,35,59,0,62,0,0,99,90,72
Varsha,varsha@gmail.com,varsha8672,GP,F,17,50.0,65.0,60.0,89,85,58.333333333333336,-4,3,23.0,3,78.92603894735521,0,1,1,0,0,0,1,0,57,79,0,0,0,25,0,65,100,0,0,0,47
Khushi,khushi@gmail.com,khushi1860,GP,F,16,60.0,55.00000000000001,55.00000000000001,66,70,56.666666666666664,4,4,21.714285714285715,2,81.91634203984493,1,0,1,1,0,0,1,30,0,43,31,0,0,48,64,0,58,42,0,0,81
Anshul,anshul@gmail.com,anshul2204,GP,M,15,40.0,-5.0,-5.0,58,60,10.0,2,5,53.42857142857143,3,64.42558622582573,0,0,1,1,1,1,1,0,0,35,99,98,64,78,0,0,36,100,98,98,85
Preeti,preeti@gmail.com,preeti7526,GP,F,15,55.00000000000001,0.0,0.0,81,81,18.333333333333336,0,3,29.714285714285715,1,70.2809358102596,1,0,1,1,0,0,0,87,0,43,78,0,0,0,89,0,88,81,0,0,0
Vivek,vivek@gmail.com,vivek6706,GP,M,17,45.0,-5.0,-5.0,52,56,11.666666666666666,4,5,34.142857142857146,7,62.21957886743395,1,0,0,1,1,1,1,73,0,0,68,54,7,37,90,0,0,86,60,59,52
Manisha,manisha@gmail.com,manisha1774,GP,F,16,20.0,0.0,0.0,84,89,6.666666666666667,5,4,38.57142857142857,6,79.00925523336599,1,0,1,0,1,0,1,92,0,56,0,89,0,33,99,0,80,0,95,0,98
Ram,ram@gmail.com,ram2567,GP,M,16,70.0,60.0,60.0,78,78,63.333333333333336,0,4,15.285714285714286,2,67.86875647300835,1,1,0,1,0,0,1,90,6,0,6,0,0,5,100,46,0,41,0,0,38
Preeti,preeti@gmail.com,preeti4257,GP,F,15,80.0,80.0,75.0,74,79,78.33333333333333,5,3,16.285714285714285,6,69.84559708542449,0,1,1,0,0,0,1,0,12,65,0,0,0,37,0,72,70,0,0,0,84
Karan,karan@gmail.com,karan7602,GP,M,15,35.0,45.0,0.0,76,78,26.666666666666668,2,5,37.42857142857143,6,62.355868738041465,1,0,0,1,1,1,1,87,0,0,95,25,19,36,96,0,0,97,74,40,55
Ansh,ansh@gmail.com,ansh3300,GP,M,16,40.0,40.0,40.0,56,53,40.0,-3,3,20.571428571428573,1,69.08307591958962,0,0,1,0,1,1,0,0,0,88,0,18,38,0,0,0,96,0,97,100,0
Mary,mary@gmail.com,mary7940,GP,F,15,45.0,55.00000000000001,55.00000000000001,62,60,51.666666666666664,-2,5,40.142857142857146,5,60.491812943804604,0,1,1,1,1,0,1,0,84,49,48,54,0,46,0,84,63,96,66,0,95
Mary,mary@gmail.com,mary8335,GP,F,16,70.0,70.0,65.0,70,67,68.33333333333333,-3,4,7.428571428571429,5,82.59959658603142,0,1,1,1,1,0,0,0,42,10,0,0,0,0,0,48,28,11,85,0,0
Karan,karan@gmail.com,karan5032,GP,M,17,25.0,0.0,0.0,82,79,8.333333333333334,-3,5,46.142857142857146,6,78.29467951101196,1,0,1,1,1,1,0,57,0,89,53,63,61,0,88,0,93,69,98,82,0
Varsha,varsha@gmail.com,varsha4944,GP,F,15,40.0,55.00000000000001,55.00000000000001,61,57,50.0,-4,3,26.571428571428573,8,80.8544943567433,1,1,0,0,0,0,1,66,71,0,0,0,0,49,100,97,0,0,0,0,53
Preeti,preeti@gmail.com,preeti8079,GP,F,15,25.0,30.0,-5.0,53,57,16.666666666666668,4,3,21.571428571428573,5,79.18296555218322,0,0,1,1,0,1,0,0,0,77,49,0,25,0,0,0,89,92,0,93,0
Preeti,preeti@gmail.com,preeti2571,GP,F,15,55.00000000000001,60.0,60.0,99,98,58.333333333333336,-1,5,16.428571428571427,2,88.7709691471805,1,1,0,1,0,1,1,8,33,0,17,0,19,38,23,33,0,51,0,39,89
Abdul,abdul@gmail.com,abdul2531,GP,M,16,35.0,30.0,0.0,85,80,21.666666666666668,-5,5,51.714285714285715,4,68.15649399764403,1,0,1,1,0,1,1,78,0,72,62,0,75,75,95,0,78,62,0,82,83
Abdul,abdul@gmail.com,abdul3246,GP,M,15,40.0,45.0,50.0,62,65,45.0,3,3,26.571428571428573,5,89.68377657703888,1,0,1,1,0,0,0,8,0,89,89,0,0,0,27,0,94,97,0,0,0
Ansh,ansh@gmail.com,ansh3502,GP,M,18,30.0,25.0,0.0,83,84,18.333333333333332,1,3,16.714285714285715,2,70.83854368243773,0,1,0,0,0,1,1,0,52,0,0,0,40,25,0,77,0,0,0,42,80
Ansh,ansh@gmail.com,ansh3825,GP,M,16,65.0,70.0,75.0,99,100,70.0,1,3,19.142857142857142,7,70.58915032748924,0,0,0,1,1,1,0,0,0,0,9,48,77,0,0,0,0,25,62,95,0
Varsha,varsha@gmail.com,varsha2400,GP,F,15,50.0,50.0,50.0,79,77,50.0,-2,3,8.571428571428571,1,60.131092062992415,0,1,0,0,1,1,0,0,5,0,0,55,0,0,0,14,0,0,55,54,0
Piyush,piyush@gmail.com,piyush1695,GP,M,19,25.0,0.0,0.0,85,89,8.333333333333334,4,4,34.714285714285715,5,85.14340741390552,1,0,1,0,1,1,0,94,0,63,0,39,47,0,96,0,79,0,47,92,0
Preeti,preeti@gmail.com,preeti4136,GP,F,17,50.0,50.0,55.00000000000001,52,49,51.666666666666664,-3,3,19.0,4,81.41721691871835,0,1,0,1,0,1,0,0,48,0,61,0,24,0,0,68,0,92,0,48,0
Anshul,anshul@gmail.com,anshul1776,GP,M,15,55.00000000000001,40.0,40.0,63,68,45.0,5,4,27.571428571428573,6,69.25216560832177,1,1,0,0,1,0,1,26,91,0,0,28,0,48,37,98,0,0,62,0,98
Piyush,piyush@gmail.com,piyush1533,GP,M,17,75.0,55.00000000000001,60.0,57,54,63.333333333333336,-3,5,44.42857142857143,2,89.41911127753212,1,0,0,1,1,1,1,69,0,0,100,36,22,84,82,0,0,100,54,30,88
Khushi,khushi@gmail.com,khushi9433,GP,F,18,45.0,40.0,50.0,68,70,45.0,2,3,14.571428571428571,4,70.12489490098412,0,1,1,0,0,0,1,0,11,51,0,0,0,40,0,20,58,0,0,0,83
Anshul,anshul@gmail.com,anshul4058,GP,M,16,90.0,80.0,80.0,91,94,83.33333333333333,3,5,36.57142857142857,5,66.25378766511943,1,0,1,1,0,1,1,56,0,26,9,0,83,82,58,0,75,79,0,91,97
Abdul,abdul@gmail.com,abdul8084,GP,M,16,45.0,55.00000000000001,55.00000000000001,54,55,51.666666666666664,1,3,19.0,8,72.95990439446098,0,1,0,0,1,0,1,0,35,0,0,97,0,1,0,78,0,0,99,0,36
Ansh,ansh@gmail.com,ansh1941,GP,M,17,35.0,30.0,0.0,80,82,21.666666666666668,2,4,22.571428571428573,4,61.95409310945373,1,0,1,1,0,0,1,21,0,49,50,0,0,38,47,0,74,72,0,0,96
Ram,ram@gmail.com,ram8584,GP,M,15,25.0,45.0,35.0,87,89,35.0,2,5,45.0,3,76.59134398280644,1,1,0,1,0,1,1,54,94,0,69,0,50,48,57,100,0,70,0,95,84
Abdul,abdul@gmail.com,abdul9506,GP,M,16,35.0,0.0,0.0,68,70,11.666666666666666,2,3,8.571428571428571,5,65.22042776034611,1,0,1,0,0,1,0,10,0,8,0,0,42,0,45,0,19,0,0,47,0
Abdul,abdul@gmail.com,abdul2716,GP,M,17,45.0,45.0,45.0,55,53,45.0,-2,5,47.142857142857146,8,67.20219577328437,0,1,1,1,1,1,0,0,86,89,26,56,73,0,0,100,96,28,96,100,0
Ram,ram@gmail.com,ram4453,GP,M,17,25.0,40.0,35.0,89,87,33.333333333333336,-2,3,30.571428571428573,3,78.02047567201988,0,0,0,0,1,1,1,0,0,0,0,51,78,85,0,0,0,0,89,91,100
Abdul,abdul@gmail.com,abdul9241,GP,M,16,60.0,55.00000000000001,60.0,73,76,58.333333333333336,3,4,12.714285714285714,8,78.52598925727219,0,1,1,0,1,0,1,0,26,52,0,4,0,7,0,92,66,0,89,0,86
Ram,ram@gmail.com,ram8064,GP,M,16,55.00000000000001,55.00000000000001,55.00000000000001,99,98,55.00000000000001,-1,3,36.714285714285715,2,83.4570697000551,1,0,0,0,1,0,1,73,0,0,0,95,0,89,83,0,0,0,96,0,89
Mary,mary@gmail.com,mary9712,GP,F,16,65.0,70.0,75.0,58,59,70.0,1,3,28.285714285714285,3,75.98303364302845,1,0,1,0,0,1,0,98,0,58,0,0,42,0,98,0,70,0,0,88,0
Preeti,preeti@gmail.com,preeti3445,GP,F,16,35.0,40.0,5.0,95,96,26.666666666666668,1,5,32.142857142857146,3,71.68122054836527,1,1,1,1,1,0,0,70,66,41,48,0,0,0,97,78,48,64,57,0,0
Khushi,khushi@gmail.com,khushi7533,GP,F,16,70.0,70.0,70.0,74,73,70.0,-1,3,18.285714285714285,2,78.08947299834627,0,1,0,0,1,0,1,0,80,0,0,25,0,23,0,95,0,0,51,0,84
Piyush,piyush@gmail.com,piyush4397,GP,M,16,30.0,25.0,0.0,84,82,18.333333333333332,-2,4,24.428571428571427,1,71.30209857381999,1,1,0,1,0,1,0,20,75,0,52,0,24,0,41,99,0,99,0,85,0
Vivek,vivek@gmail.com,vivek4799,GP,M,16,65.0,75.0,80.0,83,84,73.33333333333333,1,4,38.285714285714285,2,85.9108639629687,0,1,1,0,1,0,1,0,91,39,0,71,0,67,0,91,87,0,80,0,69
Ram,ram@gmail.com,ram4851,GP,M,17,70.0,60.0,55.00000000000001,95,92,61.666666666666664,-3,4,16.857142857142858,4,74.48668334372674,1,1,1,0,1,0,0,6,49,43,0,20,0,0,74,64,55,0,27,0,0
Khushi,khushi@gmail.com,khushi8131,GP,F,16,35.0,30.0,-5.0,55,51,20.0,-4,5,29.428571428571427,8,86.96090032189555,1,0,1,1,1,0,1,49,0,32,16,51,0,58,54,0,58,43,95,0,91
Manisha,manisha@gmail.com,manisha3228,GP,F,16,50.0,55.00000000000001,45.0,89,85,50.0,-4,4,30.428571428571427,3,73.40671452665235,0,0,0,1,1,1,1,0,0,0,29,60,68,56,0,0,0,100,70,77,69
Anshul,anshul@gmail.com,anshul8455,GP,M,17,55.00000000000001,50.0,50.0,95,100,51.666666666666664,5,5,31.571428571428573,6,74.97077432267558,1,1,1,0,1,0,1,28,26,59,0,93,0,15,47,100,61,0,99,0,78
Khushi,khushi@gmail.com,khushi2903,GP,F,16,60.0,60.0,50.0,53,52,56.666666666666664,-1,4,30.571428571428573,1,82.3594345196813,1,1,1,0,0,0,1,33,76,36,0,0,0,69,75,88,99,0,0,0,69
Vivek,vivek@gmail.com,vivek4626,GP,M,17,30.0,25.0,30.0,90,94,28.333333333333332,4,3,18.0,1,83.90645197376537,1,0,1,0,0,0,1,43,0,25,0,0,0,58,72,0,99,0,0,0,63
Abdul,abdul@gmail.com,abdul5315,GP,M,16,50.0,40.0,45.0,75,78,45.0,3,4,17.857142857142858,6,71.85871176660011,1,1,1,0,0,1,0,40,39,5,0,0,41,0,95,95,64,0,0,70,0
Abdul,abdul@gmail.com,abdul9094,GP,M,17,55.00000000000001,55.00000000000001,60.0,91,94,56.666666666666664,3,4,41.714285714285715,4,85.20284686243198,1,0,0,1,0,1,1,97,0,0,58,0,85,52,99,0,0,85,0,86,55
Karan,karan@gmail.com,karan7795,GP,M,16,50.0,45.0,45.0,91,92,46.666666666666664,1,3,6.428571428571429,3,82.81756561375747,0,1,0,0,1,1,0,0,26,0,0,15,4,0,0,37,0,0,91,17,0
Abdul,abdul@gmail.com,abdul2455,GP,M,16,60.0,65.0,60.0,67,67,61.666666666666664,0,5,60.285714285714285,2,64.35250565328401,1,0,1,1,0,1,1,85,0,97,71,0,87,82,85,0,99,81,0,89,95
Khushi,khushi@gmail.com,khushi6940,GP,F,17,85.0,90.0,90.0,99,96,88.33333333333333,-3,3,17.571428571428573,1,68.96631000732977,1,0,0,0,1,1,0,75,0,0,0,37,11,0,77,0,0,0,54,51,0
Mary,mary@gmail.com,mary5394,GP,F,17,45.0,45.0,40.0,68,70,43.333333333333336,2,4,25.0,8,63.767102381392945,0,1,1,0,0,1,1,0,98,45,0,0,22,10,0,98,59,0,0,31,95
Manisha,manisha@gmail.com,manisha9128,GP,F,16,60.0,65.0,60.0,66,61,61.666666666666664,-5,3,18.714285714285715,6,81.07322477052219,1,0,0,1,0,1,0,1,0,0,96,0,34,0,97,0,0,97,0,40,0
Karan,karan@gmail.com,karan5023,GP,M,17,60.0,60.0,55.00000000000001,72,72,58.333333333333336,0,3,22.714285714285715,3,78.1555491889542,1,0,0,0,0,1,1,55,0,0,0,0,57,47,98,0,0,0,0,60,64
Ram,ram@gmail.com,ram6278,GP,M,16,55.00000000000001,60.0,55.00000000000001,64,68,56.666666666666664,4,3,29.571428571428573,8,87.07145462722539,1,0,0,1,0,0,1,49,0,0,68,0,0,90,93,0,0,74,0,0,90
Anshul,anshul@gmail.com,anshul4142,GP,M,16,75.0,75.0,75.0,77,72,75.0,-5,4,36.857142857142854,2,81.277751788124,1,1,0,1,0,0,1,68,74,0,34,0,0,82,92,100,0,100,0,0,86
Preeti,preeti@gmail.com,preeti5276,GP,F,17,40.0,35.0,45.0,68,63,40.0,-5,4,39.285714285714285,2,86.0591907775412,1,0,0,1,0,1,1,69,0,0,75,0,90,41,72,0,0,89,0,100,97
Abdul,abdul@gmail.com,abdul8083,GP,M,17,40.0,45.0,50.0,68,66,45.0,-2,3,30.285714285714285,2,71.62669997462183,0,0,1,0,1,1,0,0,0,92,0,44,76,0,0,0,93,0,81,78,0
Manisha,manisha@gmail.com,manisha5805,GP,F,16,55.00000000000001,60.0,65.0,65,62,60.0,-3,3,9.0,5,81.61959815054763,1,0,0,1,0,0,1,35,0,0,8,0,0,20,58,0,0,92,0,0,54
Manisha,manisha@gmail.com,manisha2212,GP,F,17,40.0,40.0,45.0,69,66,41.666666666666664,-3,5,40.0,8,72.58892771743078,0,1,1,1,0,1,1,0,29,37,59,0,90,65,0,91,78,98,0,99,92
Piyush,piyush@gmail.com,piyush7659,GP,M,17,30.0,35.0,35.0,55,55,33.333333333333336,0,5,21.714285714285715,4,61.82009662159714,1,0,1,0,1,1,1,1,0,2,0,67,26,56,93,0,20,0,78,83,68
Vivek,vivek@gmail.com,vivek7482,GP,M,16,40.0,45.0,50.0,67,71,45.0,4,3,18.714285714285715,6,77.92029336467822,1,0,0,1,0,0,1,6,0,0,61,0,0,64,75,0,0,66,0,0,88
Abdul,abdul@gmail.com,abdul2017,GP,M,16,65.0,70.0,70.0,76,73,68.33333333333333,-3,4,20.571428571428573,5,66.68234836145749,1,1,1,0,0,0,1,36,56,24,0,0,0,28,37,56,62,0,0,0,57
Manisha,manisha@gmail.com,manisha7285,GP,F,17,70.0,75.0,75.0,75,75,73.33333333333333,0,4,31.285714285714285,7,80.6144428034583,1,0,1,1,0,1,0,72,0,59,87,0,1,0,74,0,73,92,0,96,0
Anshul,anshul@gmail.com,anshul9446,GP,M,17,90.0,80.0,85.0,93,91,85.0,-2,3,19.714285714285715,3,66.1795882621228,0,1,0,0,1,0,1,0,54,0,0,72,0,12,0,75,0,0,77,0,42
Anshul,anshul@gmail.com,anshul8140,GP,M,16,45.0,45.0,50.0,84,79,46.666666666666664,-5,5,58.142857142857146,8,79.37918527668256,1,1,1,0,1,1,0,84,67,84,0,94,78,0,84,79,92,0,99,99,0
Preeti,preeti@gmail.com,preeti8104,GP,F,17,85.0,85.0,85.0,50,53,85.0,3,5,32.714285714285715,4,81.40083499211482,1,1,1,1,1,0,0,75,27,84,26,17,0,0,99,55,100,47,75,0,0
Varsha,varsha@gmail.com,varsha9124,GP,F,16,45.0,45.0,50.0,80,76,46.666666666666664,-4,4,18.714285714285715,4,68.43697706837125,0,0,0,1,1,1,1,0,0,0,40,73,4,14,0,0,0,58,79,9,91
Preeti,preeti@gmail.com,preeti1065,GP,F,16,85.0,85.0,85.0,100,100,85.0,0,5,47.142857142857146,7,89.63527729261482,0,1,1,1,1,0,1,0,74,49,91,64,0,52,0,84,84,96,93,0,62
Mary,mary@gmail.com,mary6777,GP,F,16,40.0,50.0,50.0,70,66,46.666666666666664,-4,5,28.714285714285715,1,72.01871332422819,1,0,1,1,1,1,0,95,0,5,70,2,29,0,97,0,71,82,92,42,0
Varsha,varsha@gmail.com,varsha7902,GP,F,17,50.0,50.0,55.00000000000001,98,100,51.666666666666664,2,4,39.857142857142854,1,84.88557283849481,0,1,1,1,1,0,0,0,98,50,85,46,0,0,0,98,86,94,93,0,0
Preeti,preeti@gmail.com,preeti6642,GP,F,17,35.0,30.0,30.0,84,80,31.666666666666668,-4,3,18.857142857142858,3,86.39721360378923,0,1,0,0,1,0,1,0,51,0,0,59,0,22,0,57,0,0,94,0,35
Varsha,varsha@gmail.com,varsha5381,GP,F,16,50.0,50.0,55.00000000000001,84,83,51.666666666666664,-1,3,15.142857142857142,2,66.87826711283745,0,0,0,1,0,1,1,0,0,0,12,0,69,25,0,0,0,87,0,80,38
Manisha,manisha@gmail.com,manisha9000,GP,F,17,50.0,45.0,45.0,62,59,46.666666666666664,-3,4,27.714285714285715,1,73.44406058693194,1,0,1,0,0,1,1,5,0,88,0,0,21,80,45,0,100,0,0,42,80
Khushi,khushi@gmail.com,khushi4713,GP,F,16,35.0,35.0,35.0,73,73,35.0,0,3,25.142857142857142,8,70.22998012924975,1,0,1,0,0,0,1,54,0,28,0,0,0,94,97,0,33,0,0,0,100
Preeti,preeti@gmail.com,preeti7978,GP,F,16,50.0,55.00000000000001,60.0,50,48,55.0,-2,3,31.428571428571427,5,68.72159404792916,1,1,1,0,0,0,0,69,61,90,0,0,0,0,79,69,94,0,0,0,0
Mary,mary@gmail.com,mary8359,GP,F,16,40.0,40.0,45.0,58,58,41.666666666666664,0,5,46.142857142857146,3,78.75670523739399,1,1,1,1,0,0,1,52,98,63,31,0,0,79,67,99,77,42,0,0,85
Varsha,varsha@gmail.com,varsha7932,GP,F,17,35.0,35.0,35.0,68,72,35.0,4,5,36.42857142857143,4,80.49452962333893,1,1,1,0,0,1,1,50,16,36,0,0,80,73,75,38,81,0,0,85,96
